Module	Section	Sample Name	Source
FastQC	all_sections	/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva | results | 01_fastqc | IggMs_R1_001.fastq.gz	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva/results/01_fastqc/IggMs_R1_001_fastqc.zip
FastQC	all_sections	/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva | results | 01_fastqc | IggMs_R2_001.fastq.gz	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva/results/01_fastqc/IggMs_R2_001_fastqc.zip
FastQC	all_sections	/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva | results | 01_fastqc | IggRb_R1_001.fastq.gz	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva/results/01_fastqc/IggRb_R1_001_fastqc.zip
FastQC	all_sections	/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva | results | 01_fastqc | IggRb_R2_001.fastq.gz	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva/results/01_fastqc/IggRb_R2_001_fastqc.zip
FastQC	all_sections	/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva | results | 01_fastqc | TEAD1-1_R1_001.fastq.gz	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva/results/01_fastqc/TEAD1-1_R1_001_fastqc.zip
FastQC	all_sections	/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva | results | 01_fastqc | TEAD1-1_R2_001.fastq.gz	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva/results/01_fastqc/TEAD1-1_R2_001_fastqc.zip
FastQC	all_sections	/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva | results | 01_fastqc | TEAD1-2_R1_001.fastq.gz	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva/results/01_fastqc/TEAD1-2_R1_001_fastqc.zip
FastQC	all_sections	/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva | results | 01_fastqc | TEAD1-2_R2_001.fastq.gz	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva/results/01_fastqc/TEAD1-2_R2_001_fastqc.zip
FastQC	all_sections	/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva | results | 01_fastqc | TEAD1-3_R1_001.fastq.gz	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva/results/01_fastqc/TEAD1-3_R1_001_fastqc.zip
FastQC	all_sections	/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva | results | 01_fastqc | TEAD1-3_R2_001.fastq.gz	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva/results/01_fastqc/TEAD1-3_R2_001_fastqc.zip
